bin_id,latitude,longitude,district,waste_type,capacity_liters,previous_fill_pct,hours_since_collection,day_of_week,is_weekend,temperature,rain_flag,nearby_activity_score,historical_daily_fill_rate,target_fill_pct
TRN-3509,51.138806,71.402619,School Zone,Organic,660,77.78,78,0,0,17.6,0,8.39,10.47,100.0
TRN-3510,51.190453,71.404753,Residential,Paper,660,39.33,59,1,0,21.1,0,6.01,6.52,43.17
TRN-3511,51.154235,71.415393,Business Center,Glass,660,75.15,1,3,0,19.7,0,7.64,7.45,49.11
TRN-3512,51.157889,71.407633,School Zone,Paper,240,35.54,29,6,1,16.8,0,9.2,13.35,55.83
TRN-3513,51.152552,71.39566,Business Center,Paper,240,66.21,35,3,0,13.7,0,9.89,11.84,72.28
TRN-3514,51.14472,71.410532,Business Center,General,1100,8.13,35,5,1,13.1,0,8.28,8.09,36.06
TRN-3515,51.157415,71.381893,Business Center,General,240,10.31,83,0,0,1.3,0,6.2,9.94,68.58
TRN-3516,51.139582,71.411019,School Zone,General,120,37.1,4,3,0,-8.9,0,6.98,11.61,40.57
TRN-3517,51.192518,71.503142,Park,Organic,240,46.85,72,5,1,35.0,1,3.88,7.01,62.81
TRN-3518,51.174031,71.451763,Downtown,Paper,660,65.4,27,5,1,14.5,1,7.5,10.86,61.04
TRN-3519,51.146112,71.475103,Market,General,240,43.64,53,1,0,8.3,0,7.77,13.44,85.16
TRN-3520,51.145033,71.436062,School Zone,Paper,660,37.08,32,4,0,3.6,0,5.78,9.31,43.49
TRN-3521,51.150408,71.477361,Market,General,240,37.63,7,0,0,27.6,0,6.31,12.2,42.38
TRN-3522,51.201234,71.493085,Industrial,General,660,41.71,2,0,0,15.9,0,4.08,7.14,24.85
TRN-3523,51.176476,71.46173,Downtown,Glass,1100,11.25,38,6,1,2.8,0,4.87,3.7,14.23
TRN-3524,51.200336,71.441284,Residential,Plastic,240,58.0,80,5,1,10.1,0,5.05,8.22,71.77
TRN-3525,51.15648,71.470603,Market,General,660,73.32,34,1,0,18.0,1,9.56,10.54,69.33
TRN-3526,51.139202,71.495681,Market,Plastic,660,24.39,85,6,1,9.0,0,8.01,9.43,76.11
TRN-3527,51.177103,71.476075,Downtown,Plastic,660,46.89,88,6,1,24.6,0,6.21,8.37,67.44
TRN-3528,51.191068,71.429796,Downtown,Paper,240,25.64,18,0,0,35.0,0,7.33,9.01,27.17
TRN-3529,51.201557,71.461152,Industrial,Glass,660,43.46,81,0,0,8.5,0,2.99,2.0,32.69
TRN-3530,51.160584,71.483947,Market,Paper,240,53.12,59,1,0,10.3,0,9.0,13.08,91.84
TRN-3531,51.170378,71.430708,Downtown,Paper,240,56.76,54,5,1,3.2,0,6.26,7.56,75.57
TRN-3532,51.16851,71.451871,Downtown,General,240,75.36,43,4,0,12.0,0,7.29,13.52,86.83
TRN-3533,51.159227,71.478195,Market,Plastic,240,40.43,92,3,0,-10.0,0,8.42,11.11,91.24
TRN-3534,51.176038,71.447238,Downtown,General,120,31.71,13,2,0,28.3,0,7.39,12.77,38.8
TRN-3535,51.151215,71.438576,School Zone,General,660,42.54,1,3,0,-3.3,0,8.9,11.05,45.34
TRN-3536,51.202531,71.524938,Industrial,Organic,660,40.29,3,4,0,3.5,1,4.12,4.46,25.87
TRN-3537,51.211656,71.426082,Residential,Plastic,120,37.74,85,0,0,15.1,1,5.95,9.34,72.0
TRN-3538,51.195207,71.508979,Park,Plastic,240,40.5,64,4,0,31.9,1,4.11,7.1,45.29
TRN-3539,51.153067,71.467718,Downtown,General,660,9.77,50,1,0,2.9,0,7.65,10.54,48.18
TRN-3540,51.194638,71.435528,Residential,Organic,240,18.91,8,5,1,11.6,1,5.1,10.31,28.09
TRN-3541,51.158604,71.390456,Business Center,General,660,34.17,13,1,0,17.8,0,7.83,11.04,37.62
TRN-3542,51.146435,71.489426,Market,Plastic,240,26.44,86,0,0,5.3,0,9.51,11.65,81.84
TRN-3543,51.155298,71.399778,Business Center,Organic,1100,80.99,84,3,0,12.4,0,7.25,7.65,93.87
TRN-3544,51.193118,71.428734,Residential,Plastic,120,49.99,76,3,0,-6.7,0,4.96,7.26,59.06
TRN-3545,51.216906,71.386987,Residential,Glass,660,59.79,85,3,0,7.1,0,4.86,4.69,49.13
TRN-3546,51.179407,71.477156,Market,General,240,33.61,70,6,1,30.0,0,8.24,13.6,100.0
TRN-3547,51.157202,71.467556,Market,Paper,240,44.9,73,4,0,24.6,0,8.99,12.62,91.87
TRN-3548,51.157365,71.411988,Business Center,Glass,1100,55.92,81,2,0,8.2,0,7.4,7.06,64.47
TRN-3549,51.158909,71.437015,Downtown,Plastic,1100,51.96,44,5,1,0.8,1,9.05,8.47,65.38
TRN-3550,51.226246,71.480815,Industrial,Paper,120,1.67,11,3,0,11.2,0,6.85,8.3,17.01
TRN-3551,51.21881,71.498542,Industrial,Plastic,120,18.05,12,1,0,-5.0,0,3.28,5.56,21.79
TRN-3552,51.141793,71.503679,Market,Organic,1100,60.0,61,0,0,11.4,1,9.12,10.84,87.0
TRN-3553,51.189855,71.402148,Residential,Organic,120,69.98,19,0,0,8.7,0,6.54,10.89,56.74
TRN-3554,51.14953,71.462572,Market,Paper,1100,26.29,20,1,0,8.2,1,8.51,7.98,23.9
TRN-3555,51.199464,71.421431,Residential,Glass,240,65.17,85,5,1,12.2,0,4.31,7.35,61.88
TRN-3556,51.216747,71.502242,Industrial,Paper,240,25.7,50,3,0,21.0,0,5.81,6.31,28.43
TRN-3557,51.144378,71.483751,Market,Plastic,120,29.83,46,3,0,0.5,1,9.55,13.4,65.22
TRN-3558,51.156283,71.401666,Business Center,General,240,5.71,35,2,0,26.4,1,8.15,13.28,39.65
TRN-3559,51.2072,71.48228,Park,Paper,120,81.36,26,1,0,28.6,0,6.4,6.68,65.63
TRN-3560,51.16232,71.492503,Market,Organic,240,23.88,12,5,1,35.0,0,9.65,16.75,44.75
TRN-3561,51.152277,71.439467,School Zone,Paper,1100,17.18,91,0,0,17.9,0,7.05,6.01,44.52
TRN-3562,51.151394,71.473139,Market,General,240,20.33,71,4,0,33.1,1,7.73,12.19,77.22
TRN-3563,51.154959,71.376597,Business Center,Plastic,660,27.79,83,6,1,26.7,0,7.26,9.08,70.44
TRN-3564,51.206588,71.422767,Residential,Organic,240,26.88,29,6,1,16.5,0,6.73,10.64,39.74
TRN-3565,51.165655,71.407345,Business Center,Glass,660,70.88,11,2,0,-1.8,0,8.55,9.28,53.87
TRN-3566,51.221048,71.483437,Industrial,General,240,38.48,12,5,1,25.6,0,3.69,8.39,27.32
TRN-3567,51.202707,71.466957,Industrial,General,660,27.21,94,1,0,17.1,1,5.84,6.54,46.96
TRN-3568,51.150057,71.462512,Market,Plastic,660,56.57,85,1,0,35.0,0,8.63,10.7,98.62
TRN-3569,51.205366,71.50912,Industrial,General,1100,41.42,90,2,0,23.6,0,4.99,3.08,46.94
TRN-3570,51.195145,71.397604,Residential,Glass,1100,60.96,13,0,0,27.7,1,5.64,3.56,44.49
TRN-3571,51.164848,71.428545,School Zone,Plastic,240,77.56,41,1,0,6.5,0,9.23,11.34,81.83
TRN-3572,51.158568,71.439052,Downtown,Plastic,120,16.46,20,5,1,17.2,0,8.23,12.02,26.82
TRN-3573,51.197669,71.416471,Residential,General,120,12.31,57,5,1,-10.0,0,5.45,9.22,41.35
TRN-3574,51.164422,71.472909,Market,Plastic,660,27.16,3,2,0,21.2,0,8.6,10.92,31.22
TRN-3575,51.217952,71.412614,Residential,Glass,120,25.0,38,2,0,29.8,0,5.38,6.79,27.16
TRN-3576,51.203664,71.43443,Residential,Plastic,660,57.75,50,2,0,32.1,1,4.6,6.08,61.34
TRN-3577,51.226352,71.523778,Industrial,General,1100,46.01,27,0,0,9.4,1,2.4,6.38,36.35
TRN-3578,51.19668,71.419018,Residential,General,120,44.16,80,1,0,-9.6,0,5.74,9.11,67.84
TRN-3579,51.114606,71.42616,School Zone,Glass,240,12.69,8,6,1,7.0,0,6.51,9.3,17.0
TRN-3580,51.180313,71.462553,Downtown,Glass,240,12.14,82,4,0,13.0,0,6.81,6.83,35.48
TRN-3581,51.138535,71.454587,School Zone,General,240,49.65,1,4,0,19.3,0,7.0,11.25,41.82
TRN-3582,51.21056,71.493358,Industrial,Paper,240,42.21,72,1,0,-10.0,0,3.96,5.1,43.1
TRN-3583,51.194718,71.402263,Residential,General,240,19.16,64,5,1,12.6,0,5.41,11.2,58.26
TRN-3584,51.145624,71.433427,School Zone,Plastic,1100,39.54,46,1,0,0.5,0,9.01,7.34,48.32
TRN-3585,51.1635,71.402884,Business Center,General,660,20.48,5,6,1,32.8,0,8.53,10.41,28.67
TRN-3586,51.213819,71.471424,Industrial,Organic,120,6.74,86,3,0,-10.0,0,6.22,7.49,45.48
TRN-3587,51.203162,71.420583,Residential,Glass,120,25.21,88,2,0,27.2,1,4.92,5.54,28.16
TRN-3588,51.140395,71.47253,Market,General,660,33.48,74,5,1,11.9,0,9.66,11.54,95.22
TRN-3589,51.136822,71.455565,School Zone,Plastic,120,41.9,92,2,0,-10.0,0,6.68,10.95,85.95
TRN-3590,51.188789,71.424071,Residential,General,1100,53.25,86,1,0,35.0,0,4.78,6.7,59.43
TRN-3591,51.203492,71.495732,Industrial,General,240,19.73,80,4,0,31.6,0,6.26,7.31,39.71
TRN-3592,51.202168,71.41593,Residential,General,1100,62.53,23,5,1,30.2,1,4.56,4.59,53.5
TRN-3593,51.21434,71.509091,Industrial,General,660,48.39,80,4,0,15.2,0,1.45,5.74,42.81
TRN-3594,51.164463,71.462362,Downtown,Glass,1100,58.84,58,3,0,5.3,0,6.62,7.78,58.92
TRN-3595,51.166345,71.447637,Downtown,General,660,62.26,8,2,0,14.8,0,5.19,8.33,41.07
TRN-3596,51.161013,71.412505,Business Center,Organic,660,10.18,3,2,0,21.1,0,6.75,10.23,11.98
TRN-3597,51.220842,71.508854,Industrial,General,120,63.72,25,6,1,6.9,1,2.96,8.52,42.91
TRN-3598,51.16209,71.404219,Business Center,Plastic,660,57.92,51,2,0,2.8,1,7.84,12.55,78.23
TRN-3599,51.146712,71.387685,Business Center,Plastic,660,36.34,93,6,1,20.4,0,5.55,8.61,74.85
TRN-3600,51.134693,71.500541,Market,Glass,240,54.94,85,1,0,16.5,0,10.0,11.67,85.7
TRN-3601,51.177272,71.437006,Residential,General,660,71.65,94,1,0,26.0,0,3.34,6.35,74.65
TRN-3602,51.161191,71.466897,Downtown,General,240,38.49,71,2,0,33.8,0,7.26,9.7,68.22
TRN-3603,51.129375,71.470574,Market,Organic,240,30.25,13,0,0,25.1,0,8.44,13.83,45.84
TRN-3604,51.21394,71.429798,Residential,Paper,120,38.73,75,6,1,-1.0,0,6.31,10.25,60.12
TRN-3605,51.154027,71.379955,Business Center,Paper,240,50.62,37,2,0,13.8,0,8.19,9.92,62.78
TRN-3606,51.156175,71.469937,Downtown,General,240,37.48,31,0,0,19.0,0,8.71,10.05,49.61
TRN-3607,51.165918,71.448023,Downtown,General,1100,36.88,51,4,0,24.5,0,7.0,8.14,55.57
TRN-3608,51.202235,71.399557,Residential,Organic,240,24.64,39,6,1,25.2,0,4.89,6.63,42.37
TRN-3609,51.203473,71.412806,Residential,Paper,1100,35.57,61,6,1,13.2,1,5.85,3.63,29.64
TRN-3610,51.202337,71.410429,Residential,Paper,1100,12.33,95,0,0,7.6,1,6.53,3.92,22.2
TRN-3611,51.176669,71.477689,Park,General,120,34.01,31,5,1,27.1,0,5.71,6.38,57.39
TRN-3612,51.205808,71.425011,Residential,General,660,40.55,26,2,0,18.9,0,5.75,8.79,40.37
TRN-3613,51.192709,71.497572,Park,Glass,240,54.0,94,5,1,17.7,0,5.06,6.21,56.87
TRN-3614,51.155364,71.409944,Business Center,Paper,1100,51.51,9,4,0,4.8,0,7.76,9.76,37.14
TRN-3615,51.187602,71.498449,Park,General,240,40.36,81,5,1,35.0,1,5.25,9.03,70.82
TRN-3616,51.142315,71.420746,School Zone,Glass,120,3.67,38,5,1,17.2,0,9.34,12.44,39.43
TRN-3617,51.18451,71.435674,Residential,Paper,240,27.88,93,6,1,12.9,1,5.13,6.84,46.48
TRN-3618,51.161959,71.450181,Downtown,General,660,64.35,74,1,0,17.2,0,7.0,9.86,94.33
TRN-3619,51.222926,71.431123,Residential,Plastic,120,15.73,14,5,1,12.3,0,4.91,6.69,20.16
TRN-3620,51.173511,71.401028,Business Center,Paper,240,54.51,51,0,0,-2.8,0,8.23,10.52,68.12
TRN-3621,51.20311,71.4845,Park,General,1100,42.07,26,6,1,17.9,0,2.47,5.6,35.79
TRN-3622,51.20306,71.449413,Residential,Plastic,120,7.91,5,4,0,-4.9,0,5.25,8.36,16.52
TRN-3623,51.148614,71.474389,Market,Paper,660,6.27,60,1,0,15.3,0,9.77,10.27,54.41
TRN-3624,51.205368,71.517427,Industrial,General,660,64.99,64,2,0,-6.7,0,3.32,5.2,61.83
TRN-3625,51.186794,71.499441,Park,Glass,240,20.98,79,6,1,-10.0,1,5.01,6.19,35.76
TRN-3626,51.175901,71.49233,Park,General,120,23.48,71,4,0,22.0,0,7.12,9.74,53.35
TRN-3627,51.150963,71.420058,Business Center,Plastic,120,28.28,59,1,0,-0.3,0,8.16,13.37,67.79
TRN-3628,51.139264,71.42107,School Zone,Paper,1100,36.35,58,5,1,19.6,0,4.64,4.53,42.33
TRN-3629,51.188534,71.471344,Park,Paper,660,34.32,59,5,1,16.2,0,3.25,4.75,42.09
TRN-3630,51.207778,71.40337,Residential,Plastic,240,47.05,17,0,0,15.9,0,5.12,8.08,38.08
TRN-3631,51.166729,71.454279,Downtown,Paper,1100,41.52,62,1,0,5.8,0,6.52,5.43,48.52
TRN-3632,51.173535,71.408961,Business Center,Organic,120,74.8,19,5,1,12.3,0,7.91,12.38,66.23
TRN-3633,51.189975,71.488205,Park,Organic,120,28.97,56,2,0,5.5,0,4.48,9.22,43.1
TRN-3634,51.178665,71.40112,Residential,Organic,120,41.84,40,0,0,26.3,1,6.68,9.18,57.29
TRN-3635,51.188646,71.473405,Park,General,660,71.99,82,4,0,7.7,0,3.6,9.23,77.89
TRN-3636,51.153392,71.461967,Downtown,Plastic,240,55.86,35,6,1,10.8,0,7.17,12.49,65.85
TRN-3637,51.216998,71.506204,Industrial,Plastic,660,34.88,1,3,0,23.7,1,4.14,5.48,27.46
TRN-3638,51.19246,71.420291,Residential,General,240,28.66,10,6,1,5.9,0,5.78,9.72,31.97
TRN-3639,51.219544,71.500127,Industrial,Organic,660,52.89,20,0,0,-9.3,1,4.06,6.68,37.94
TRN-3640,51.155846,71.462159,Market,General,660,61.6,83,4,0,0.2,0,6.15,10.37,100.0
TRN-3641,51.200375,71.436237,Residential,General,240,77.92,73,4,0,27.7,1,5.49,8.98,78.28
TRN-3642,51.18172,71.469014,Downtown,General,240,12.81,89,6,1,15.1,0,7.23,14.77,89.25
TRN-3643,51.217256,71.504574,Industrial,General,660,12.53,71,3,0,17.8,0,4.85,5.21,31.23
TRN-3644,51.164912,71.421988,Downtown,General,240,50.24,14,5,1,17.8,0,8.2,11.53,49.6
TRN-3645,51.155951,71.446579,Downtown,Paper,120,57.06,5,1,0,35.0,1,7.66,10.88,46.67
TRN-3646,51.138317,71.450283,School Zone,Paper,660,86.11,54,0,0,-10.0,0,7.44,9.3,81.91
TRN-3647,51.212548,71.408803,Residential,General,240,67.94,52,5,1,12.3,0,6.89,12.05,79.13
TRN-3648,51.207583,71.411944,Residential,General,660,40.25,42,0,0,14.4,0,6.67,8.02,45.97
TRN-3649,51.206226,71.43119,Residential,Organic,240,37.12,57,6,1,13.7,0,5.7,9.88,54.26
TRN-3650,51.226821,71.49671,Industrial,General,240,24.41,40,0,0,24.4,0,6.26,8.47,26.95
TRN-3651,51.209543,71.391008,Residential,Plastic,660,71.52,23,4,0,24.7,0,4.71,6.32,51.1
TRN-3652,51.212362,71.418725,Residential,Plastic,660,40.31,56,3,0,11.2,1,4.1,7.58,47.34
TRN-3653,51.199363,71.388538,Residential,Plastic,240,32.45,38,4,0,-8.0,1,5.39,8.62,45.61
TRN-3654,51.195513,71.439432,Residential,Organic,240,41.66,44,4,0,35.0,0,4.99,9.98,60.59
TRN-3655,51.195133,71.429802,Residential,Paper,120,27.27,80,3,0,13.9,0,2.69,6.26,39.69
TRN-3656,51.169746,71.46504,Downtown,Glass,240,21.13,44,3,0,15.1,1,6.68,7.67,32.99
TRN-3657,51.171315,71.435123,Downtown,Organic,1100,54.88,91,3,0,30.4,1,7.78,7.57,90.78
TRN-3658,51.199965,71.443118,Residential,General,120,46.5,14,4,0,8.9,1,5.34,9.57,39.53
TRN-3659,51.219376,71.502353,Industrial,General,660,33.58,63,4,0,30.8,0,3.05,6.42,36.17
TRN-3660,51.191957,71.466488,Downtown,General,120,49.5,69,3,0,10.0,0,7.45,14.64,95.33
TRN-3661,51.207567,71.42386,Residential,Plastic,240,22.05,10,2,0,35.0,0,5.54,8.4,21.99
TRN-3662,51.164703,71.420541,Business Center,Plastic,660,36.51,56,0,0,19.9,0,8.59,12.02,65.89
TRN-3663,51.135572,71.415024,Business Center,General,660,33.57,69,5,1,5.2,0,7.09,10.41,78.79
TRN-3664,51.137792,71.421603,School Zone,General,120,25.44,6,1,0,35.0,0,8.06,11.41,27.44
TRN-3665,51.197446,71.395762,Residential,Plastic,240,20.69,79,3,0,21.8,0,4.2,7.6,41.03
TRN-3666,51.181354,71.437798,Residential,Paper,120,41.88,37,6,1,6.1,0,4.85,8.73,42.78
TRN-3667,51.204022,71.382905,Residential,Paper,240,44.57,62,5,1,-4.3,0,7.27,9.8,59.71
TRN-3668,51.163636,71.462308,Downtown,Glass,660,50.74,21,2,0,23.1,0,6.27,6.34,30.35
TRN-3669,51.1966,71.437775,Residential,General,240,59.87,14,3,0,32.0,0,4.68,7.99,41.67
TRN-3670,51.202898,71.463749,Park,Plastic,240,17.64,38,2,0,19.0,1,3.42,6.11,26.69
TRN-3671,51.197967,71.412379,Residential,Glass,240,61.15,15,4,0,18.3,0,4.49,5.86,39.43
TRN-3672,51.178508,71.462286,Park,Paper,1100,54.73,12,1,0,34.3,1,4.95,5.15,32.04
TRN-3673,51.19134,71.409486,Residential,Paper,120,21.26,55,6,1,21.8,0,6.18,10.8,46.59
TRN-3674,51.202232,71.434763,Residential,Plastic,660,61.49,59,6,1,5.4,0,5.38,6.29,63.58
TRN-3675,51.219536,71.515356,Industrial,General,120,70.41,89,2,0,6.0,0,3.54,4.87,59.5
TRN-3676,51.211734,71.513145,Industrial,Organic,120,27.93,56,1,0,21.2,0,2.53,4.41,21.01
TRN-3677,51.197916,71.412478,Residential,Paper,240,50.46,53,3,0,20.5,0,4.6,8.3,57.48
TRN-3678,51.211371,71.449143,Park,Plastic,660,57.81,57,4,0,28.1,0,3.1,4.5,55.92
TRN-3679,51.180667,71.42484,Residential,Plastic,120,59.28,96,4,0,18.8,0,6.21,9.26,83.1
TRN-3680,51.16675,71.427545,Downtown,Plastic,1100,72.23,36,0,0,22.8,0,8.29,6.86,65.36
TRN-3681,51.128854,71.415234,School Zone,General,240,68.13,66,4,0,18.5,0,7.06,10.95,91.36
TRN-3682,51.178323,71.467286,Downtown,Organic,1100,46.91,70,0,0,26.5,0,7.89,7.65,75.31
TRN-3683,51.167796,71.450265,Market,Plastic,240,80.29,17,2,0,23.7,1,9.76,12.0,65.32
TRN-3684,51.137729,71.452566,Market,General,240,73.75,81,5,1,10.6,0,8.91,14.86,100.0
TRN-3685,51.212289,71.425358,Residential,Plastic,660,72.0,41,6,1,11.6,0,6.93,9.22,69.55
TRN-3686,51.170202,71.452544,Downtown,Glass,240,49.75,40,4,0,18.2,0,6.27,8.86,45.9
TRN-3687,51.198832,71.402283,Residential,General,240,81.92,22,1,0,15.5,0,5.02,11.06,62.53
TRN-3688,51.162532,71.406308,Business Center,Plastic,660,12.97,42,4,0,31.1,1,7.29,7.49,34.96
TRN-3689,51.180397,71.492714,Park,Paper,660,23.37,56,0,0,16.8,0,5.51,5.99,37.6
TRN-3690,51.195142,71.422512,Residential,Organic,1100,31.57,87,1,0,-4.5,0,3.82,4.58,41.3
TRN-3691,51.16815,71.462471,Downtown,Paper,120,14.32,31,0,0,-1.4,0,8.99,12.37,49.36
TRN-3692,51.194602,71.470844,Park,Organic,660,28.25,59,6,1,10.9,0,5.42,5.53,42.53
TRN-3693,51.17262,71.45442,Downtown,General,660,49.96,84,2,0,23.4,0,9.33,11.51,99.33
TRN-3694,51.156513,71.489638,Market,Glass,660,2.66,49,3,0,4.6,0,8.76,7.01,30.46
TRN-3695,51.13324,71.439119,School Zone,Organic,660,32.52,20,5,1,22.5,0,6.49,10.06,35.77
TRN-3696,51.134152,71.4723,Market,Plastic,660,92.13,71,6,1,4.0,1,9.52,12.18,100.0
TRN-3697,51.196653,71.440818,Residential,Paper,1100,32.58,55,6,1,16.1,0,6.53,4.53,37.5
TRN-3698,51.167837,71.45822,Downtown,General,240,48.58,30,1,0,19.4,0,6.61,10.68,59.36
TRN-3699,51.151782,71.443824,Downtown,Plastic,120,84.58,83,2,0,-0.9,0,5.2,11.35,100.0
TRN-3700,51.142936,71.511233,Market,General,120,47.1,4,2,0,19.1,0,6.79,14.5,44.02
TRN-3701,51.150732,71.410199,Business Center,General,120,19.15,94,5,1,35.0,0,8.09,11.02,85.92
TRN-3702,51.200666,71.395258,Residential,Glass,660,76.56,68,2,0,11.4,0,7.09,7.06,62.27
TRN-3703,51.18714,71.490171,Park,General,240,44.35,66,1,0,15.0,0,3.37,7.9,51.74
TRN-3704,51.140257,71.394594,School Zone,Paper,240,15.55,63,5,1,17.3,0,6.8,9.67,51.2
TRN-3705,51.16373,71.464412,Downtown,General,1100,44.59,95,3,0,15.2,0,7.02,9.17,88.14
TRN-3706,51.175282,71.467371,Downtown,General,1100,10.19,42,5,1,14.3,1,9.51,8.16,32.13
TRN-3707,51.189544,71.438314,Residential,Plastic,240,6.99,95,2,0,13.3,0,7.88,8.98,55.87
TRN-3708,51.138956,71.452983,School Zone,General,240,52.45,5,3,0,-6.4,0,7.57,10.62,49.95
TRN-3709,51.151433,71.443388,Market,Paper,240,20.12,90,0,0,19.9,0,9.79,12.62,79.66
TRN-3710,51.147893,71.422447,School Zone,Glass,240,75.2,91,0,0,0.0,0,8.06,8.61,86.39
TRN-3711,51.210638,71.482304,Industrial,Plastic,240,42.56,27,0,0,18.9,0,2.49,6.43,27.12
TRN-3712,51.155622,71.421283,School Zone,Glass,120,29.34,71,1,0,23.1,0,7.87,8.74,55.39
TRN-3713,51.17315,71.402631,Business Center,Paper,660,69.78,38,2,0,19.3,0,6.68,8.19,58.95
TRN-3714,51.130123,71.448893,School Zone,Paper,240,22.79,38,0,0,2.5,0,6.91,10.04,47.42
TRN-3715,51.213667,71.503146,Industrial,General,240,35.93,51,1,0,18.1,1,5.15,6.46,39.28
TRN-3716,51.201584,71.497236,Industrial,General,660,56.37,20,5,1,11.2,0,3.99,6.88,36.92
TRN-3717,51.143687,71.409612,School Zone,Organic,240,64.65,23,5,1,6.3,0,8.31,12.96,63.61
TRN-3718,51.209009,71.497793,Industrial,Plastic,240,74.22,54,2,0,35.0,0,5.33,7.79,60.87
TRN-3719,51.158064,71.431293,Business Center,Plastic,240,68.79,96,6,1,2.3,0,5.87,8.85,93.59
TRN-3720,51.1484,71.463742,Market,Organic,120,20.13,3,0,0,20.4,0,6.4,14.85,14.1
TRN-3721,51.219864,71.477602,Park,General,240,28.96,45,0,0,33.8,0,6.08,6.45,33.14
TRN-3722,51.149493,71.468732,Market,Organic,240,30.13,44,2,0,19.0,0,10.0,15.23,76.96
TRN-3723,51.211632,71.505266,Industrial,General,120,76.56,72,1,0,6.0,0,4.18,7.43,73.77
TRN-3724,51.160608,71.48016,Market,Glass,660,65.42,95,0,0,6.8,0,9.23,9.87,89.34
TRN-3725,51.225171,71.51976,Industrial,General,660,47.59,54,5,1,-4.2,1,4.88,5.89,45.18
TRN-3726,51.216486,71.509745,Industrial,General,240,9.42,71,6,1,15.2,0,4.86,7.4,33.02
TRN-3727,51.168487,71.392432,Business Center,Paper,1100,28.45,14,1,0,15.7,0,7.47,8.04,38.25
TRN-3728,51.224382,71.411411,Residential,General,240,85.96,95,2,0,10.7,0,6.45,9.46,100.0
TRN-3729,51.13589,71.410921,School Zone,Glass,120,68.29,92,5,1,32.5,0,6.72,8.85,85.78
TRN-3730,51.127578,71.443711,School Zone,Paper,240,27.12,39,6,1,13.5,0,7.37,10.36,46.33
TRN-3731,51.180102,71.400591,Business Center,General,240,6.67,69,2,0,-6.2,0,8.02,14.83,80.79
TRN-3732,51.160873,71.412402,Business Center,General,240,25.45,9,4,0,33.7,0,6.85,9.64,32.91
TRN-3733,51.202402,71.517381,Park,Glass,1100,14.28,56,0,0,-0.9,1,3.98,5.38,14.4
TRN-3734,51.20761,71.48052,Park,Paper,240,38.8,93,3,0,21.1,0,7.26,8.91,60.47
TRN-3735,51.174688,71.458521,Downtown,Organic,240,40.2,15,6,1,22.8,0,6.42,11.74,49.8
TRN-3736,51.157199,71.392661,Business Center,General,120,35.74,84,3,0,13.5,0,8.21,11.34,90.75
TRN-3737,51.191412,71.436322,Residential,Glass,1100,50.3,94,4,0,26.7,0,6.04,6.51,54.78
TRN-3738,51.151913,71.425986,School Zone,Plastic,120,21.54,55,4,0,15.5,1,7.04,9.42,55.25
TRN-3739,51.217011,71.522059,Industrial,Paper,1100,55.01,76,4,0,9.9,0,4.64,6.17,55.4
TRN-3740,51.134357,71.467405,Market,General,120,48.28,23,4,0,-10.0,0,9.16,13.55,64.45
TRN-3741,51.219579,71.42359,Residential,General,660,34.64,43,6,1,-8.0,0,4.44,8.64,46.73
TRN-3742,51.188108,71.420859,Residential,Glass,240,87.2,71,0,0,35.0,0,5.99,6.14,71.01
TRN-3743,51.224614,71.465902,Industrial,Glass,240,19.88,42,6,1,24.1,0,3.3,3.59,24.16
TRN-3744,51.153163,71.468514,Market,General,120,67.88,2,6,1,30.9,0,10.0,14.55,48.12
TRN-3745,51.15298,71.450329,Downtown,Glass,120,23.68,79,6,1,35.0,0,7.87,8.49,52.68
TRN-3746,51.138035,71.428739,School Zone,General,120,26.74,88,2,0,9.9,0,6.33,11.04,91.11
TRN-3747,51.195917,71.40378,Residential,General,120,25.9,57,4,0,12.8,0,5.78,11.54,53.81
TRN-3748,51.199852,71.49374,Industrial,General,660,46.1,67,2,0,-6.8,0,2.88,4.39,39.54
TRN-3749,51.207993,71.422596,Residential,Plastic,660,47.21,15,5,1,10.9,0,5.68,7.23,45.77
TRN-3750,51.198708,71.403503,Residential,General,240,58.68,17,2,0,10.5,0,5.15,10.66,45.89
TRN-3751,51.165661,71.460157,Downtown,Plastic,660,18.32,89,2,0,9.6,0,6.49,8.83,62.4
TRN-3752,51.156448,71.466942,Market,General,660,47.07,16,4,0,28.3,1,7.88,12.07,43.08
TRN-3753,51.125286,71.463977,Market,Paper,1100,21.56,91,0,0,23.9,0,10.0,9.56,66.14
TRN-3754,51.134573,71.415493,School Zone,Organic,240,1.98,6,2,0,26.6,0,7.2,12.72,16.05
TRN-3755,51.147268,71.486348,Market,Paper,240,40.68,46,1,0,-1.2,1,8.33,11.51,59.32
TRN-3756,51.199027,71.433945,Residential,General,1100,57.89,74,2,0,15.0,0,4.73,6.17,55.45
TRN-3757,51.184316,71.414524,Residential,Organic,1100,47.84,10,3,0,19.1,0,5.92,8.38,44.55
TRN-3758,51.18001,71.412701,Residential,General,1100,87.29,13,0,0,35.0,0,4.7,5.05,52.21
TRN-3759,51.146943,71.428319,Business Center,Organic,660,53.43,71,6,1,16.1,0,6.6,10.15,90.43
TRN-3760,51.173497,71.464322,Downtown,Plastic,660,20.69,50,2,0,12.5,0,7.36,8.21,58.34
